Skew;Value
NegSkew;39
NegSkew;37
NegSkew;40
NegSkew;39
NegSkew;39
NegSkew;39
NegSkew;37
NegSkew;44
NegSkew;45
NegSkew;42
NegSkew;43
NegSkew;41
NegSkew;42
NegSkew;44
NegSkew;41
NegSkew;43
NegSkew;42
NegSkew;42
NegSkew;41
NegSkew;45
NegSkew;41
NegSkew;43
NegSkew;42
NegSkew;43
NegSkew;41
NegSkew;41
NegSkew;41
NegSkew;41
NegSkew;41
NegSkew;41
NegSkew;42
NegSkew;41
NegSkew;44
NegSkew;41
NegSkew;45
NegSkew;43
NegSkew;44
NegSkew;42
NegSkew;42
NegSkew;42
NegSkew;44
NegSkew;45
NegSkew;45
NegSkew;41
NegSkew;41
NegSkew;45
NegSkew;44
NegSkew;42
NegSkew;41
NegSkew;41
NegSkew;41
NegSkew;42
NegSkew;41
NegSkew;41
NegSkew;42
NegSkew;42
NegSkew;44
NegSkew;45
NegSkew;45
NegSkew;42
NegSkew;42
NegSkew;47
NegSkew;47
NegSkew;47
NegSkew;48
NegSkew;47
NegSkew;46
NegSkew;50
NegSkew;46
NegSkew;46
NegSkew;49
NegSkew;46
NegSkew;47
NegSkew;50
NegSkew;47
NegSkew;50
NegSkew;49
NegSkew;48
NegSkew;49
NegSkew;49
NegSkew;46
NegSkew;46
NegSkew;47
NegSkew;48
NegSkew;48
NegSkew;46
NegSkew;46
NegSkew;48
NegSkew;47
NegSkew;47
NegSkew;46
NegSkew;54
NegSkew;55
NegSkew;51
NegSkew;52
NegSkew;52
NegSkew;53
NegSkew;54
NegSkew;55
NegSkew;54
NegSkew;55
NegSkew;52
NegSkew;53
NegSkew;53
NegSkew;55
NegSkew;54
NegSkew;52
NegSkew;51
NegSkew;51
NegSkew;52
NegSkew;55
NegSkew;51
NegSkew;53
NegSkew;51
NegSkew;51
NegSkew;53
NegSkew;53
NegSkew;54
NegSkew;54
NegSkew;54
NegSkew;52
NegSkew;53
NegSkew;52
NegSkew;51
NegSkew;53
NegSkew;55
NegSkew;51
NegSkew;55
NegSkew;53
NegSkew;55
NegSkew;55
NegSkew;51
NegSkew;54
NegSkew;52
NegSkew;54
NegSkew;54
NegSkew;51
NegSkew;51
NegSkew;53
NegSkew;53
NegSkew;53
NegSkew;53
NegSkew;51
NegSkew;54
NegSkew;52
NegSkew;51
NegSkew;54
NegSkew;53
NegSkew;53
NegSkew;55
NegSkew;55
NegSkew;53
NegSkew;51
NegSkew;54
NegSkew;51
NegSkew;52
NegSkew;54
NegSkew;54
NegSkew;51
NegSkew;53
NegSkew;52
NegSkew;55
NegSkew;55
NegSkew;52
NegSkew;55
NegSkew;51
NegSkew;53
NegSkew;54
NegSkew;55
NegSkew;51
NegSkew;54
NegSkew;55
NegSkew;53
NegSkew;52
NegSkew;52
NegSkew;55
NegSkew;51
NegSkew;55
NegSkew;54
NegSkew;53
NegSkew;53
NegSkew;51
NegSkew;52
NegSkew;55
NegSkew;52
NegSkew;55
NegSkew;53
NegSkew;52
NegSkew;54
NegSkew;51
NegSkew;54
NegSkew;52
NegSkew;51
NegSkew;53
NegSkew;52
NegSkew;51
NegSkew;55
NegSkew;53
NegSkew;55
NegSkew;52
NegSkew;52
NegSkew;52
NegSkew;51
NegSkew;52
NegSkew;53
NegSkew;54
NegSkew;53
NegSkew;53
NegSkew;53
NegSkew;53
NegSkew;54
NegSkew;53
NegSkew;56
NegSkew;60
NegSkew;57
NegSkew;60
NegSkew;56
NegSkew;58
NegSkew;58
NegSkew;60
NegSkew;60
NegSkew;57
NegSkew;60
NegSkew;60
NegSkew;56
NegSkew;59
NegSkew;60
NegSkew;57
NegSkew;56
NegSkew;60
NegSkew;59
NegSkew;59
NegSkew;58
NegSkew;59
NegSkew;58
NegSkew;59
NegSkew;60
NegSkew;60
NegSkew;58
NegSkew;56
NegSkew;57
NegSkew;56
NegSkew;59
NegSkew;59
NegSkew;57
NegSkew;56
NegSkew;60
NegSkew;59
NegSkew;56
NegSkew;56
NegSkew;58
NegSkew;59
NegSkew;57
NegSkew;58
NegSkew;56
NegSkew;57
NegSkew;56
NegSkew;59
NegSkew;59
NegSkew;57
NegSkew;56
NegSkew;58
NegSkew;57
NegSkew;57
NegSkew;57
NegSkew;58
NegSkew;58
NegSkew;59
NegSkew;56
NegSkew;59
NegSkew;57
NegSkew;58
NegSkew;59
NegSkew;60
NegSkew;56
NegSkew;56
NegSkew;57
NegSkew;57
NegSkew;57
NegSkew;57
NegSkew;60
NegSkew;57
NegSkew;57
NegSkew;60
NegSkew;57
NegSkew;57
NegSkew;56
NegSkew;58
NegSkew;56
NegSkew;57
NegSkew;59
NegSkew;60
NegSkew;59
NegSkew;56
NegSkew;57
NegSkew;60
NegSkew;59
NegSkew;58
NegSkew;57
NegSkew;60
NegSkew;57
NegSkew;57
NegSkew;60
NegSkew;60
NegSkew;60
NegSkew;60
NegSkew;57
NegSkew;59
NegSkew;57
NegSkew;60
NegSkew;58
NegSkew;56
NegSkew;59
NegSkew;60
NegSkew;56
NegSkew;60
NegSkew;56
NegSkew;57
NegSkew;57
NegSkew;59
NegSkew;58
NegSkew;58
NegSkew;59
NegSkew;60
NegSkew;56
NegSkew;60
NegSkew;57
NegSkew;60
NegSkew;57
NegSkew;58
NegSkew;57
NegSkew;58
NegSkew;58
NegSkew;56
NegSkew;59
NegSkew;59
NegSkew;59
NegSkew;56
NegSkew;59
NegSkew;56
NegSkew;60
NegSkew;58
NegSkew;56
NegSkew;58
NegSkew;56
NegSkew;57
NegSkew;60
NegSkew;58
NegSkew;57
NegSkew;56
NegSkew;57
NegSkew;61
NegSkew;62
NegSkew;62
NegSkew;61
NegSkew;63
NegSkew;64
NegSkew;65
NegSkew;63
NegSkew;62
NegSkew;64
NegSkew;62
NegSkew;63
NegSkew;65
NegSkew;64
NegSkew;65
NegSkew;62
NegSkew;61
NegSkew;65
NegSkew;61
NegSkew;62
NegSkew;61
NegSkew;63
NegSkew;61
NegSkew;63
NegSkew;61
NegSkew;64
NegSkew;65
NegSkew;65
NegSkew;62
NegSkew;63
NegSkew;64
NegSkew;62
NegSkew;64
NegSkew;61
NegSkew;61
NegSkew;63
NegSkew;63
NegSkew;64
NegSkew;64
NegSkew;62
NegSkew;62
NegSkew;62
NegSkew;63
NegSkew;65
NegSkew;65
NegSkew;63
NegSkew;63
NegSkew;62
NegSkew;65
NegSkew;65
NegSkew;64
NegSkew;61
NegSkew;65
NegSkew;63
NegSkew;62
NegSkew;65
NegSkew;62
NegSkew;64
NegSkew;62
NegSkew;62
NegSkew;65
NegSkew;61
NegSkew;63
NegSkew;61
NegSkew;65
NegSkew;65
NegSkew;64
NegSkew;65
NegSkew;61
NegSkew;63
NegSkew;64
NegSkew;63
NegSkew;63
NegSkew;63
NegSkew;65
NegSkew;62
NegSkew;68
NegSkew;70
NegSkew;67
NegSkew;69
NegSkew;70
NegSkew;70
NegSkew;69
NegSkew;70
NegSkew;67
NegSkew;67
NegSkew;67
NegSkew;66
NegSkew;67
NegSkew;69
NegSkew;68
NegSkew;70
NegSkew;66
NegSkew;68
NegSkew;66
NegSkew;69
NegSkew;67
NegSkew;67
NegSkew;70
NegSkew;66
NegSkew;70
NegSkew;68
NegSkew;67
NegSkew;69
NegSkew;69
NegSkew;67
NegSkew;69
NegSkew;69
NegSkew;66
NegSkew;66
NegSkew;70
NegSkew;69
NegSkew;70
NegSkew;68
NegSkew;70
NegSkew;68
NegSkew;70
NegSkew;69
NegSkew;68
NegSkew;68
NegSkew;66
NegSkew;73
NegSkew;73
NegSkew;72
NegSkew;73
NegSkew;71
NegSkew;75
NegSkew;74
NegSkew;74
NegSkew;71
NegSkew;71
NegSkew;73
NegSkew;72
NegSkew;71
NegSkew;71
NegSkew;73
